資料來源	檔案名稱	頁碼	行號	中文片名	上映日期	國別地區	發行商	製片商	統計起始日	統計結束日	統計週期	本期上映院數	本期銷售票數	本期銷售金額	累計上映天數	上映週數	最大上映院數	累計銷售票數	累計銷售金額	統計中
全國電影票房2018年05/14-05/20統計資訊	131.pdf	9	78	格雷的五十道陰影：自由	2018-02-09	美國	美商美國環球影片股份有限公司台灣分公司	UNIVERSALINTERNATIONALFILMS LLC	2018-05-14	2018-05-20	weekly	11	1610	122740	NULL	15.0	82	292002	69386194	True
全國電影票房2018年05/14-05/20統計資訊	131.pdf	9	79	意外	2018-02-09	美國	美商廿世紀福斯影片股份有限公司台灣分公司	TWENTIETHCENTURY FOXINTERNATIONALCORPORATION.	2018-05-14	2018-05-20	weekly	5	948	52190	NULL	15.0	29	59010	12994997	True
全國電影票房2018年05/14-05/20統計資訊	131.pdf	9	80	15:17巴黎列車	2018-02-08	美國	美商華納兄弟（遠東）股份有限公司台灣分公司	WARNER BROS.PICTURESINTERNATIONAL.	2018-05-14	2018-05-20	weekly	2	66	8930	NULL	15.0	79	71550	16074226	True
全國電影票房2018年05/14-05/20統計資訊	131.pdf	9	81	水底情深	2018-02-02	美國	美商廿世紀福斯影片股份有限公司台灣分公司	TWENTIETHCENTURY FOXINTERNATIONALCORPORATION.	2018-05-14	2018-05-20	weekly	7	1133	82300	NULL	16.0	49	121055	28058154	True
全國電影票房2018年05/14-05/20統計資訊	131.pdf	9	82	電影版巧虎的彩虹綠洲	2018-02-02	日本	全民大劇團股份有限公司	倍樂生株式會社	2018-05-14	2018-05-20	weekly	8	220	53091	NULL	16.0	13	42973	10196865	True
全國電影票房2018年05/14-05/20統計資訊	131.pdf	9	83	金錢世界	2018-02-02	美國	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	STX PRODUCTIONS,LLC	2018-05-14	2018-05-20	weekly	3	349	40305	NULL	16.0	71	45975	9915233	True
全國電影票房2018年05/14-05/20統計資訊	131.pdf	9	84	霓裳魅影	2018-02-02	美國	美商美國環球影片股份有限公司台灣分公司	UNIVERSALINTERNATIONALFILMS LLC	2018-05-14	2018-05-20	weekly	1	36	5400	NULL	16.0	21	11601	2444052	True
全國電影票房2018年05/14-05/20統計資訊	131.pdf	9	85	移動迷宮：死亡解藥	2018-01-19	美國	美商廿世紀福斯影片股份有限公司台灣分公司	TWENTIETHCENTURY FOXINTERNATIONALCORPORATION.	2018-05-14	2018-05-20	weekly	5	288	24130	NULL	18.0	89	766418	173287817	True
全國電影票房2018年05/14-05/20統計資訊	131.pdf	9	86	美國天使：重建（英國國家劇院現場）	2018-01-12	英國	威秀影城股份有限公司	THE ROYALNATIONALTHEATRE	2018-05-14	2018-05-20	weekly	1	49	33120	NULL	19.0	4	838	559880	True
全國電影票房2018年05/14-05/20統計資訊	131.pdf	9	87	美國天使：千禧年降臨（英國國家劇院現場）	2018-01-11	英國	威秀影城股份有限公司	THE ROYALNATIONALTHEATRE	2018-05-14	2018-05-20	weekly	1	48	32600	NULL	19.0	4	904	607080	True
全國電影票房截至2016年十二月前資訊	26.pdf	0	1	兒子老子	2016-11-04	中華民國	老灰狼影片製作有限公司	老灰狼影片製作有限公司	2016-12-06	2017-01-05	monthly	1	577	129385	13	10.0	1	577	129385	False
全國電影票房截至2016年十二月前資訊	26.pdf	0	10	童夢	2016-11-04	中華民國	勤習堂電影有限公司	勤習堂電影有限公司	2016-12-06	2017-01-05	monthly	7	1667	331740	20	10.0	7	1667	331740	False
全國電影票房截至2016年十二月前資訊	26.pdf	0	11	絕命殺人院	2016-11-04	挪威	台北市影片商業同業公會	Epic Pictures Group, Inc.	2016-12-06	2017-01-05	monthly	1	475	100235	23	10.0	1	475	100235	False
全國電影票房截至2016年十二月前資訊	26.pdf	0	12	進擊之路	2016-11-04	中華民國	海鵬影業有限公司	蔓菲聯爾創意製作有限公司	2016-12-06	2017-01-05	monthly	14	7287	1560563	47	10.0	14	7287	1560563	False
全國電影票房截至2016年十二月前資訊	26.pdf	0	13	點五步	2016-11-04	香港	采昌國際多媒體股份有限公司	GOLDEN SCENE COMPANYLIMITED(高先電影有限公司)CREATEHK##電影發展基金	2016-12-06	2017-01-05	monthly	5	304	65115	14	10.0	5	304	65115	False
全國電影票房截至2016年十二月前資訊	26.pdf	0	14	獻給米其林的生命貴客	2016-11-04	美國	海鵬影業有限公司	"CINETIC RIGHTSMANAGEMENT LLC D/B/AFILMBUFF (""FILMBUFF"")"	2016-12-06	2017-01-05	monthly	6	1610	344520	28	10.0	6	1610	344520	False
全國電影票房截至2016年十二月前資訊	26.pdf	0	15	魔髮精靈	2016-11-04	美國	美商廿世紀福斯影片股份有限公司台灣分公司	TWENTIETH CENTURY FOXINTERNATIONALCORPORATION	2016-12-06	2017-01-05	monthly	77	57260	13135212	47	10.0	77	57260	13135212	False
全國電影票房截至2016年十二月前資訊	26.pdf	0	16	下流的誘惑	2016-11-04	南韓	台北市影片商業同業公會	SONAMU PICTURES CO.,	2016-12-06	2017-01-05	monthly	1	9	1890	3	10.0	1	9	1890	False
全國電影票房截至2016年十二月前資訊	26.pdf	0	2	怪物來敲門	2016-11-04	美國	英屬維京群島商高捷全球開發有限公司台灣分公司	MONSTER CALLS, LLC	2016-12-06	2017-01-05	monthly	55	41991	9642331	35	10.0	55	41991	9642331	False
全國電影票房截至2016年十二月前資訊	26.pdf	0	3	玩命光頭	2016-11-04	法國	原創娛樂股份有限公司	OTHER ANGLE PICTURES	2016-12-06	2017-01-05	monthly	6	1052	186365	38	10.0	6	1052	186365	False
全國電影票房截至2016年十二月前資訊	26.pdf	0	4	玩酷壞痞子	2016-11-04	美國	聯影企業股份有限公司	PREMIEREENTERTAINMENTGROUP,LLC	2016-12-06	2017-01-05	monthly	3	364	73240	14	10.0	3	364	73240	False
全國電影票房截至2016年十二月前資訊	26.pdf	0	5	烈火邊境	2016-11-04	匈牙利	采昌國際多媒體股份有限公司	GEM ENTERTAINMENT KFT.	2016-12-06	2017-01-05	monthly	33	7863	1569970	41	10.0	33	7863	1569970	False
全國電影票房截至2016年十二月前資訊	26.pdf	0	6	秘密(2016)	2016-11-04	日本	采昌國際多媒體股份有限公司	FREEWAY ENTERTAINMENTKFT.	2016-12-06	2017-01-05	monthly	12	8165	1907207	35	10.0	12	8165	1907207	False
全國電影票房截至2016年十二月前資訊	26.pdf	0	7	追殺厄夜叢林	2016-11-04	美國	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	LIONS GATEINTERNATIONAL(UK)LIMITED	2016-12-06	2017-01-05	monthly	10	1761	389998	20	10.0	10	1761	389998	False
全國電影票房截至2016年十二月前資訊	26.pdf	0	8	密探	2016-11-04	南韓	傳影互動股份有限公司	FINECUT CO., LTD	2016-12-06	2017-01-05	monthly	18	4104	918219	25	10.0	18	4104	918219	False
全國電影票房截至2016年十二月前資訊	26.pdf	0	9	異邦警察	2016-11-04	日本	天馬行空數位有限公司	TOEI COMPANY, LTD.	2016-12-06	2017-01-05	monthly	8	1156	238101	14	10.0	8	1156	238101	False
全國電影票房截至2016年十二月前資訊	26.pdf	1	17	比利•林恩的中場戰事	2016-11-11	美國	双喜電影發行股份有限公司	TRISTAR PRODUCTIONS,INC.##S8 BILLY LYNN, LLC	2016-12-06	2017-01-05	monthly	83	276476	109407462	54	9.0	83	276476	109407462	False
全國電影票房截至2016年十二月前資訊	26.pdf	1	18	只要我長大	2016-11-11	中華民國	華映娛樂股份有限公司	華映娛樂股份有限公司##日月星辰娛樂事業股份有限公司	2016-12-06	2017-01-05	monthly	10	2082	456207	21	9.0	10	2082	456207	False
全國電影票房截至2016年十二月前資訊	26.pdf	1	19	河北臺北	2016-11-11	中華民國	東昊影業有限公司	李念修	2016-12-06	2017-01-05	monthly	1	607	136835	6	9.0	1	607	136835	False
全國電影票房截至2016年十二月前資訊	26.pdf	1	20	牯嶺街少年殺人事件	2016-11-11	中華民國	中影股份有限公司	楊德昌電影有限公司##中影股份有限公司	2016-12-06	2017-01-05	monthly	13	11048	2674943	55	9.0	13	11048	2674943	False
全國電影票房截至2016年十二月前資訊	26.pdf	1	21	陰桃術	2016-11-11	愛爾蘭	台北市影片商業同業公會	MPI Media Group	2016-12-06	2017-01-05	monthly	1	81	17115	10	9.0	1	81	17115	False
全國電影票房截至2016年十二月前資訊	26.pdf	1	22	單車天使	2016-11-11	中華民國	牽猴子整合行銷股份有限公司	見素影像有限公司	2016-12-06	2017-01-05	monthly	17	11732	2554458	45	9.0	17	11732	2554458	False
全國電影票房截至2016年十二月前資訊	26.pdf	1	23	腸腸搞轟趴	2016-11-11	美國	博偉電影股份有限公司	SONY PICTURES RELEASINGINTERNATIONALCORPORATION	2016-12-06	2017-01-05	monthly	44	26800	6221749	28	9.0	44	26800	6221749	False
全國電影票房截至2016年十二月前資訊	26.pdf	1	24	熔爐	2016-11-11	南韓	車庫娛樂股份有限公司	CJ E&M CORPORATION	2016-12-06	2017-01-05	monthly	8	5158	1157343	33	9.0	8	5158	1157343	False
全國電影票房截至2016年十二月前資訊	26.pdf	1	25	閨蜜瘋上路	2016-11-11	義大利	可樂藝術文創股份有限公	BAC FILMS DISTRIBUTION	2016-12-06	2017-01-05	monthly	4	559	108745	14	9.0	4	559	108745	False
全國電影票房截至2016年十二月前資訊	26.pdf	1	26	魅惑人魚姬	2016-11-11	波蘭	絕色國際有限公司	WYTWÓRNIA FILMÓWDOKUMENTALNYCH IFABULARNYCH	2016-12-06	2017-01-05	monthly	4	127	28710	16	9.0	4	127	28710	False
全國電影票房截至2016年十二月前資訊	26.pdf	1	27	鋼鐵麥斯	2016-11-11	美國	海樂影業股份有限公司	DOLPHIN FILMSINTERNATIONAL	2016-12-06	2017-01-05	monthly	49	32938	6959602	38	9.0	49	32938	6959602	False
全國電影票房截至2016年十二月前資訊	26.pdf	1	28	魔魅俱樂部	2016-11-11	義大利	台北市影片商業同業公會	Jinga Films Limited	2016-12-06	2017-01-05	monthly	1	19	3985	6	9.0	1	19	3985	False
全國電影票房截至2016年十二月前資訊	26.pdf	1	29	惡魔蛙男	2016-11-12	日本	美商華納兄弟(遠東)股份有限公司台灣分公司	WARNER BROS. PICTURESINTERNATIONAL	2016-12-06	2017-01-05	monthly	48	20016	4545062	28	9.0	48	20016	4545062	False
全國電影票房截至2016年十二月前資訊	26.pdf	1	30	怪獸與牠們的產地	2016-11-17	美國	美商華納兄弟(遠東)股份有限公司台灣分公司	WARNER BROS. PICTURESINTERNATIONAL	2016-12-06	2017-01-05	monthly	89	1236303	305956889	48	8.0	89	1236303	305956889	False
全國電影票房截至2016年十二月前資訊	26.pdf	1	31	POKE'MONTHEMOVIEXY&Z波爾凱尼恩與機關人偶瑪機雅娜	2016-11-18	日本	曼迪傳播有限公司	株式會社ポケモン	2016-12-06	2017-01-05	monthly	14	12499	2844260	32	8.0	14	12499	2844260	False
全國電影票房截至2016年十二月前資訊	26.pdf	1	32	一路順風	2016-11-18	中華民國	香港商甲上娛樂有限公司台灣分公司	本地風光電影股份有限公司##台北影業股份有限公司##阿榮影業股份有限公司##華策影視國際傳媒有限公司	2016-12-06	2017-01-05	monthly	34	23058	5219525	37	8.0	34	23058	5219525	False
全國電影票房截至2016年十二月前資訊	26.pdf	2	33	女孩青春紀事	2016-11-18	南韓	可樂藝術文創股份有限公	FINECUT CO., LTD.	2016-12-06	2017-01-05	monthly	2	38	8160	10	8.0	2	38	8160	False
全國電影票房截至2016年十二月前資訊	26.pdf	2	34	少女	2016-11-18	日本	天馬行空數位有限公司	TOEI COMPANY, LTD.	2016-12-06	2017-01-05	monthly	13	3005	692766	25	8.0	13	3005	692766	False
全國電影票房截至2016年十二月前資訊	26.pdf	2	35	心靈時鐘	2016-11-18	中華民國	威視股份有限公司	冬侯鳥電影文化事業有限公	2016-12-06	2017-01-05	monthly	25	10083	2248078	34	8.0	25	10083	2248078	False
全國電影票房截至2016年十二月前資訊	26.pdf	2	36	失序男孩	2016-11-18	日本	華影國際影藝有限公司	DREAM KID, INC	2016-12-06	2017-01-05	monthly	5	700	156893	14	8.0	5	700	156893	False
全國電影票房截至2016年十二月前資訊	26.pdf	2	37	光榮擂台	2016-11-18	巴拿馬	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	LA PIEDRA FILMS, S.A.	2016-12-06	2017-01-05	monthly	8	860	162050	20	8.0	8	860	162050	False
全國電影票房截至2016年十二月前資訊	26.pdf	2	38	我們的輕狂年代	2016-11-18	美國	財團法人中華民國電影事業發展基金會	采昌國際多媒體股份有限公司	2016-12-06	2017-01-05	monthly	7	1098	231320	14	8.0	7	1098	231320	False
全國電影票房截至2016年十二月前資訊	26.pdf	2	39	神戲	2016-11-18	中華民國	社團法人台灣女性影像學	賴麗君##彭家如	2016-12-06	2017-01-05	monthly	5	1656	385732	22	8.0	5	1656	385732	False
全國電影票房截至2016年十二月前資訊	26.pdf	2	40	極樂公寓2	2016-11-18	南韓	台北市影片商業同業公會	SONAMU PICTURES CO.,	2016-12-06	2017-01-05	monthly	1	19	3990	5	8.0	1	19	3990	False
全國電影票房截至2016年十二月前資訊	26.pdf	2	41	路易的第9條命	2016-11-18	英國	采昌國際多媒體股份有限公司	MIRAMAX UK LIMITED	2016-12-06	2017-01-05	monthly	31	5657	1224786	32	8.0	31	5657	1224786	False
全國電影票房截至2016年十二月前資訊	26.pdf	2	42	遇見黑天鵝王子	2016-11-18	法國	天馬行空數位有限公司	UPSIDE	2016-12-06	2017-01-05	monthly	4	1047	206980	22	8.0	4	1047	206980	False
全國電影票房截至2016年十二月前資訊	26.pdf	2	43	魔女劫	2016-11-18	美國	台北市影片商業同業公會	RAVEN BANNERENTERTAINMENT INC.	2016-12-06	2017-01-05	monthly	1	7	1470	3	8.0	1	7	1470	False
全國電影票房截至2016年十二月前資訊	26.pdf	2	44	壁花女孩夢遊中	2016-11-21	澳洲	台北市文化基金會	飛行國際、Memento	2016-12-06	2017-01-05	monthly	2	79	17320	10	7.0	2	79	17320	False
全國電影票房截至2016年十二月前資訊	26.pdf	2	45	24週	2016-11-25	德國	海鵬影業有限公司	BETA  CINEMA GMBH	2016-12-06	2017-01-05	monthly	5	1307	264890	19	7.0	5	1307	264890	False
全國電影票房截至2016年十二月前資訊	26.pdf	2	46	大手牽小手	2016-11-25	香港	華映娛樂股份有限公司	滿滿額創作香港有限公司##星藝有限公司##無限動力實業有限公司	2016-12-06	2017-01-05	monthly	1	95	20980	3	7.0	1	95	20980	False
全國電影票房截至2016年十二月前資訊	26.pdf	2	47	不即不離	2016-11-25	中華民國	牽猴子整合行銷股份有限公司	蜂鳥影像有限公司	2016-12-06	2017-01-05	monthly	3	877	181080	14	7.0	3	877	181080	False
全國電影票房截至2016年十二月前資訊	26.pdf	2	48	毛小孩選邊站	2016-11-25	美國	安可電影股份有限公司	EPIC PICTURES GROUP,INC.	2016-12-06	2017-01-05	monthly	4	751	169385	20	7.0	4	751	169385	False
全國電影票房截至2016年十二月前資訊	26.pdf	2	49	再見橄欖樹	2016-11-25	菲律賓	佳映娛樂國際股份有限公	SEVILLE INTERNATIONAL	2016-12-06	2017-01-05	monthly	3	462	89715	21	7.0	3	462	89715	False
全國電影票房截至2016年十二月前資訊	26.pdf	3	50	此情此刻	2016-11-25	香港	華映娛樂股份有限公司	香港  MM2ENTERTAINMENT HONGKONG LIMITED##香港  頂尖娛樂製作有限公司##香港  香港電影發展基金HONG KONGFILM DEVELOPMENTFUND##香港  高先電影有限公司##香港  創意時尚有限公司##大陸  廣東國奧體育發展有限公司	2016-12-06	2017-01-05	monthly	1	129	28630	4	7.0	1	129	28630	False
全國電影票房截至2016年十二月前資訊	26.pdf	3	51	死亡筆記本：決戰新世界	2016-11-25	日本	車庫娛樂股份有限公司	NIPPON TELEVISIONNETWORK CORPORATION	2016-12-06	2017-01-05	monthly	66	37509	8392067	35	7.0	66	37509	8392067	False
全國電影票房截至2016年十二月前資訊	26.pdf	3	52	江湖悲劇	2016-11-25	香港	華映娛樂股份有限公司	本地制作有限公司##夢想沙龍娛樂文化有限公司##中辰企業策劃有限公司##萬創國際集團有限公司	2016-12-06	2017-01-05	monthly	1	98	21580	3	7.0	1	98	21580	False
全國電影票房截至2016年十二月前資訊	26.pdf	3	53	沖天火	2016-11-25	香港	双喜電影發行股份有限公司	香港  天邦發展有限公司##大陸  和力辰光國際文化傳媒（北京）股份有限公司##大陸東陽華錄百納影視有限公司##大陸  天津貓眼文化傳媒有限公司##大陸  歡瑞世紀影視傳媒股份有限公司	2016-12-06	2017-01-05	monthly	21	2237	471335	25	7.0	21	2237	471335	False
全國電影票房截至2016年十二月前資訊	26.pdf	3	54	育陰房	2016-11-25	法國	海樂影業股份有限公司	EUROPA CORP	2016-12-06	2017-01-05	monthly	45	23472	5273898	26	7.0	45	23472	5273898	False
全國電影票房截至2016年十二月前資訊	26.pdf	3	55	明日進行曲	2016-11-25	法國	亮點國際影業有限公司	ELLE DRIVER	2016-12-06	2017-01-05	monthly	7	2259	473265	26	7.0	7	2259	473265	False
全國電影票房截至2016年十二月前資訊	26.pdf	3	56	牧羊小英雄	2016-11-25	瑞士	聯影企業股份有限公司	ARRI MEDIA GMBH	2016-12-06	2017-01-05	monthly	2	577	113930	14	7.0	2	577	113930	False
全國電影票房截至2016年十二月前資訊	26.pdf	3	57	美麗腥世界	2016-11-25	義大利	台北市影片商業同業公會	RAVEN BANNERENTERTAINMENT INC.	2016-12-06	2017-01-05	monthly	1	21	4390	5	7.0	1	21	4390	False
全國電影票房截至2016年十二月前資訊	26.pdf	3	58	終極追殺令	2016-11-25	法國	南強國際影視傳播有限公	GAUMONT	2016-12-06	2017-01-05	monthly	7	6840	1576154	34	7.0	7	6840	1576154	False
全國電影票房截至2016年十二月前資訊	26.pdf	3	59	絕命殺漠	2016-11-25	美國	台北市影片商業同業公會	MPI Media Group	2016-12-06	2017-01-05	monthly	1	14	2920	4	7.0	1	14	2920	False
全國電影票房截至2016年十二月前資訊	26.pdf	4	60	暗殺教室劇場版365日倒數計時	2016-11-25	日本	木棉花國際股份有限公司	FUJI CREATIVECORPORATION	2016-12-06	2017-01-05	monthly	6	5476	1295762	23	7.0	6	5476	1295762	False
全國電影票房截至2016年十二月前資訊	26.pdf	4	61	詭宴	2016-11-25	美國	台北市影片商業同業公會	XYZ Films, LLC	2016-12-06	2017-01-05	monthly	1	42	8880	5	7.0	1	42	8880	False
全國電影票房截至2016年十二月前資訊	26.pdf	4	62	翡翠之城	2016-11-25	中華民國	岸上影像有限公司	岸上影像有限公司##財團法人公共電視文化事業基金會	2016-12-06	2017-01-05	monthly	1	679	150495	13	7.0	1	679	150495	False
全國電影票房截至2016年十二月前資訊	26.pdf	4	63	導火新聞線	2016-11-25	香港	華映娛樂股份有限公司	中國3D數碼娛樂有限公司##春秋永樂影視文化投資(北京)有限公司##捷成世紀文化產業集團有限公司##北京源石影視文化有限公司##愛奇藝影業(北京)有限公司	2016-12-06	2017-01-05	monthly	1	269	60180	10	7.0	1	269	60180	False
全國電影票房截至2016年十二月前資訊	26.pdf	4	64	鋼鐵英雄	2016-11-25	美國	香港商甲上娛樂有限公司台灣分公司	IM GLOBAL, LLC	2016-12-06	2017-01-05	monthly	85	485198	112242685	41	7.0	85	485198	112242685	False
全國電影票房截至2016年十二月前資訊	26.pdf	4	65	櫥窗人生	2016-11-25	中華民國	華聯國際多媒體股份有限公司	中華民國   華稷多媒體有限公司##大陸  福建若可文化產業有限公司##大陸  福建巨象文化傳播有限公司	2016-12-06	2017-01-05	monthly	11	1825	388800	21	7.0	11	1825	388800	False
全國電影票房截至2016年十二月前資訊	26.pdf	4	66	挖玉石的人	2016-11-26	中華民國	岸上影像有限公司	岸上影像有限公司##財團法人公共電視文化事業基金會	2016-12-06	2017-01-05	monthly	1	106	22055	5	7.0	1	106	22055	False
全國電影票房截至2017年一月前資訊	27.pdf	0	1	獻給米其林的生命貴客	2016-11-04	美國	海鵬影業有限公司	"CINETIC RIGHTSMANAGEMENT LLC D/B/AFILMBUFF (""FILMBUFF"")"	2017-01-06	2017-02-05	monthly	NULL	0	0	28	14.0	6	1610	344520	False
全國電影票房截至2017年一月前資訊	27.pdf	0	10	熔爐	2016-11-11	南韓	車庫娛樂股份有限公司	CJ E&M CORPORATION	2017-01-06	2017-02-05	monthly	NULL	6	1160	36	13.0	8	5164	1158503	False
全國電影票房截至2017年一月前資訊	27.pdf	0	11	腸腸搞轟趴	2016-11-11	美國	博偉電影股份有限公司	SONY PICTURES RELEASINGINTERNATIONAL	2017-01-06	2017-02-05	monthly	NULL	596	48440	45	13.0	46	27396	6270189	False
全國電影票房截至2017年一月前資訊	27.pdf	0	12	單車天使	2016-11-11	中華民國	牽猴子整合行銷股份有限公司	見素影像有限公司	2017-01-06	2017-02-05	monthly	NULL	1106	232220	50	13.0	17	12838	2786678	False
全國電影票房截至2017年一月前資訊	27.pdf	0	13	鋼鐵麥斯	2016-11-11	美國	海樂影業股份有限公司	DOLPHIN FILMS	2017-01-06	2017-02-05	monthly	NULL	2066	195910	61	13.0	54	35004	7155512	False
