fileName	pageNum	lineIdx	country	name	pubDate	publisher	production	pub_days	cur_theaters	max_theaters	cur_tickets	cur_sales	total_tickets	total_sales
47.pdf	3	7		療癒心方向	2017-10-31	台北市文化基金會	m-appeal	-1	1	-1	1	100	4	590
47.pdf	3	8	巴西	傷我最深的愛人	2017-10-30	中華民國電影創作協會	Pluto FilmDistribution NetworkGmbh	-1	1	-1	8	1000	9	1150
47.pdf	3	9	中華民國	翻滾吧！男人	2017-10-27	牽猴子整合行銷股份有限公司	翻滾吧男孩電影有限公司##影一製作所股份有限公司##牽猴子整合行銷股份有限公司	-1	6	-1	409	86185	14003	3129271
47.pdf	3	10	中華民國	阿莉芙	2017-10-27	海鵬影業有限公司	蔓菲聯爾創意製作有限公司	-1	2	-1	25	5355	9868	2171278
47.pdf	3	11	南韓	季春奶奶	2017-10-27	車庫娛樂股份有限公司	(匈牙利)ATRIUMPRODUCTIONSKFT.	-1	1	-1	16	3530	6630	1484776
47.pdf	3	12	美國	雷神索爾3：諸神黃昏	2017-10-24	台灣華特迪士尼股份有限公司	BUENA VISTAINTERNATIONAL,INC.	-1	84	-1	29450	6954021	1299886	309035376
81.pdf	0	1	美國 	午夜遊戲 	2018-04-06	暗光鳥有限公司 	VOLTAGE PICTURES, LLC 	-1	2	-1	62	13005	62	13005
81.pdf	0	2	德國 	飢膚 	2018-04-06	暗光鳥有限公司 	（英國）JINGA FILMSLIMITED	-1	2	-1	22	4650	22	4650
81.pdf	0	3	美國 	噤界 	2018-04-04	美商美國派拉蒙影片股份有限公司台灣分公司	PARAMOUNT PICTURESCORPORATION 	-1	84	-1	148643	34444821	148643	34444821
81.pdf	0	4	美國 	比得兔 	2018-04-04	博偉電影股份有限公司	SONY PICTURESRELEASINGINTERNATIONALCORPORATION.	-1	86	-1	78511	17950013	78651	17978013
81.pdf	0	5	南韓 	雨妳再次相遇 	2018-04-04	車庫娛樂股份有限公司 	LOTTE ENTERTAINMENT 	-1	48	-1	36635	8589287	37477	8785607
81.pdf	0	6	美國 	恩德培行動 	2018-04-04	英屬維京群島商高捷全球開發有限公司台灣分公司	(美國)STORYTELLERDISTRIBUTION CO., LLC 	-1	53	-1	19250	4385515	19250	4385515
81.pdf	0	7	美國 	糯爾摩斯 	2018-04-04	美商美國派拉蒙影片股份有限公司台灣分公司	PARAMOUNT PICTURESCORPORATION 	-1	73	-1	18108	4108145	18108	4108145
81.pdf	0	8	日本	特別版FREE！男子游泳部－TAKEYOURMARKS－	2018-04-04	采昌國際多媒體股份有限公司 	ABC ANIMATION, INC. 	-1	13	-1	7852	1942513	7852	1942513
81.pdf	0	9	英國 	寂寞大師 	2018-04-04	傳影互動股份有限公司 	HANWAY FILMS LIMITED 	-1	15	-1	3686	831358	3686	831358
81.pdf	0	10	挪威 	魔女席瑪 	2018-04-04	鏡象電影製作有限公司	(法國)MEMENTO FILMSINTERNATIONAL	-1	14	-1	1504	337681	1504	337681
81.pdf	0	11	法國 	最酷的旅伴 	2018-04-03	海鵬影業有限公司 	(匈牙利)FREEWAYENTERTAINMENT KFT.	-1	9	-1	4845	1038005	4893	1047760
81.pdf	0	12	法國 	卡拉絲：為愛而聲 	2018-04-03	采昌國際多媒體股份 有限公司 	MK2 FILMS-SOCIÉTÉ PAR ACTIONS SIMPLIFIÉE 	-1	9	-1	1882	411848	2082	455848
81.pdf	0	13	中華民國 	有一種喜歡 	2018-03-30	九星電影有限公司 	九星電影有限公司##風山漸(香港)有限公司 	-1	48	-1	20922	4715416	33247	7476563
81.pdf	1	14	日本 	劇場版無敵鐵金剛/INFINITY 	2018-03-30	曼迪傳播有限公司 	TOEI ANIMATION CO., LTD. 	-1	25	-1	14800	3489461	25513	6028608
81.pdf	1	15	美國 	老闆好壞 	2018-03-30	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	STX PRODUCTIONS,LLC 	-1	55	-1	5825	1308889	13322	3008238
81.pdf	1	16	南韓 	消屍的夜晚 	2018-03-30	車庫娛樂股份有限公司 	CONTENTS PANDA 	-1	12	-1	2483	558819	4770	1081408
81.pdf	1	17	日本 	多桑不在家 	2018-03-30	天馬行空數位有限公司 	CREi INC. 	-1	10	-1	2351	513604	4824	1059685
81.pdf	1	18	法國 	小活佛 	2018-03-30	聯影企業股份有限公司 	TF1 DROITS AUDIOVISUELS 	-1	6	-1	821	168825	1341	272930
81.pdf	1	19	日本 	全員死刑 	2018-03-30	鴻基國際視訊股份有限公司 	NIKKATSU COPRORATION. 	-1	4	-1	42	8695	534	117890
81.pdf	1	20	美國 	厄月驚魂曲 	2018-03-30	暗光鳥有限公司 	(匈牙利)ATRIUMPRODUCTIONS KFT.	-1	2	-1	37	7770	92	19360
81.pdf	1	21	加拿大 	異端邪降 	2018-03-30	暗光鳥有限公司 	BREAKTHROUGHENTERTAINMENT INC.	-1	2	-1	30	6260	88	18335
81.pdf	1	22	美國 	一級玩家 	2018-03-29	美商華納兄弟（遠東）股份有限公司台灣分公司	WARNER BROS. PICTURESINTERNATIONAL. 	-1	90	-1	642064	167084547	914424	236450169
81.pdf	1	23	中國大陸 	七月與安生 	2018-03-23	香港商甲上娛樂有限公司台灣分公司	(大陸)極客影業（上海）有限公司 ##(大陸)嘉映影業有限公司##(大陸)霍爾果斯嘉美影業有限公司##(大陸)上海極客文化傳播有限公司##(大陸)上海尚世影業有限公司##(大陸)亞博思文化傳媒（北京）有限公司##(香港)我們製作有限公司##(香港)阿里巴巴影業集團有限公司##(香港)天恩娛樂有限公司	-1	21	-1	6528	1513244	20516	4775490
81.pdf	1	24	黎巴嫩 	你只欠我一個道歉 	2018-03-23	海鵬影業有限公司 	( COMPANY 法國)INDIE SALES 	-1	9	-1	2238	481745	6572	1399050
81.pdf	2	25	美國 	瘋人院 	2018-03-23	美商廿世紀福斯影片股份有限公司台灣分公司	TWENTIETH CENTURY FOXINTERNATIONALCORPORATION.	-1	28	-1	1313	299375	13060	3029361
81.pdf	2	26	美國 	抹大拉的馬利亞 	2018-03-23	美商美國環球影片股份有限公司台灣分公司	UNIVERSALINTERNATIONAL FILMSLLC	-1	11	-1	802	180055	3765	841899
81.pdf	2	27	美國 	溫蒂的幸福劇本	2018-03-23	威視股份有限公司 	(英國)EMBANKMENT FILMSLIMITED.	-1	23	-1	476	106200	6161	1393557
81.pdf	2	28	日本 	愛與別離的夏威夷 	2018-03-23	鴻基國際視訊股份有 限公司 	IPPO,INC. 	-1	3	-1	130	27360	751	159795
81.pdf	2	29	法國 	深秋的黎明 	2018-03-23	可樂藝術文創股份有限公司 	(法國)MK2 FILMS 	-1	4	-1	76	15690	561	112235
81.pdf	2	30	美國 	香米小情歌 	2018-03-23	采昌國際多媒體股份有限公司	(匈牙利)FREEWAYENTERTAINMENT KFT.	-1	5	-1	67	14335	694	144040
81.pdf	2	31	南韓 	朝鮮名偵探3：吸血鬼的祕密 	2018-03-23	車庫 司 娛樂股份有限公 	SHOWBOX CORP. 	-1	4	-1	15	3250	316	68270
81.pdf	2	32	英國 	殺威瑪先生 	2018-03-23	暗光鳥有限公司 	(馬爾他)DEVILWORKSLIMITED	-1	2	-1	12	2580	255	53125
81.pdf	2	33	法國 	浴血狂花 	2018-03-23	暗光鳥有限公司 	CHARADES 	-1	1	-1	6	1280	217	45835
81.pdf	2	34	美國 	環太平洋2:起義時刻 	2018-03-21	美商美國環球影片股份有限公司台灣分公司	UNIVERSALINTERNATIONAL FILMSLLC	-1	89	-1	114231	26749205	677878	163390908
81.pdf	2	35	印度 	人生起跑線 	2018-03-16	車庫娛樂股份有限公司 	(模里西斯)ATL MEDIA LTD 	-1	24	-1	3328	706575	26288	5886024
81.pdf	2	36	美國 	極盜戰 	2018-03-16	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	STX Productions, LLC 	-1	61	-1	1589	363495	99000	22620354
81.pdf	2	37	英國 	記憶中的擁抱 	2018-03-16	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	(德國)STUDIOCANAL TVGMBH 	-1	3	-1	104	24135	4901	1099759
81.pdf	2	38	法國 	極限登峰 	2018-03-16	亮點國際影業有限公司 	GAUMONT S.A. 	-1	3	-1	17	4050	1189	270777
81.pdf	2	39	德國 	烈愛天堂 	2018-03-16	東昊影業有限公司 	(德國) THE MATCHFACTORY GMBH	-1	3	-1	12	2325	2168	453900
81.pdf	3	40	加拿大 	索命半徑 	2018-03-16	暗光鳥有限公司 	(美國) EPIC PICTURESGROUP, INC.	-1	1	-1	8	1680	171	36120
81.pdf	3	41	南韓 	朴烈：逆權年代 	2018-03-16	華聯國際影音股份有限公司 	M-LINE DISTRIBUTION 	-1	1	-1	5	1030	583	126060
81.pdf	3	42	美國 	隔牆有詭 	2018-03-16	双喜電影發行股份有限公司 	DUAL VISIONS LLC. 	-1	1	-1	4	875	4078	914146
81.pdf	3	43	中華民國	上岸的魚 	2018-03-16	海鵬影業有限公司 	海鵬影業有限公司 	-1	1	-1	4	810	3627	770902
81.pdf	3	44	美國 	屍落沙漠 	2018-03-16	暗光鳥有限公司 	(美國)MPI MEDIA GROUP 	-1	1	-1	3	630	151	31730
81.pdf	3	45	日本 	裸睡美人 	2018-03-16	天馬行空數位有限公司 	KING RECORD CO., LTD. 	-1	1	-1	2	575	858	190441
81.pdf	3	46	日本 	再一次，台灣見 	2018-03-16	鴻基國際視訊股份有限公司 	T PROMOTION 	-1	1	-1	2	480	975	224184
81.pdf	3	47	南韓 	東柱：時代詩情 	2018-03-16	華聯國際影音股份有限公司 	M-LINE DISTRIBUTION 	-1	1	-1	2	460	444	96645
81.pdf	3	48	美國 	電影配樂傳奇 	2018-03-09	翻面映畫有限公司 	CINETIC MEDIA 	-1	5	-1	621	140320	8270	1849069
81.pdf	3	49	南韓 	鬼搖靈 	2018-03-09	安可電影股份有限公司 	CJ E&M CORPORATION 	-1	5	-1	88	20745	9574	2211747
81.pdf	3	50	日本 	火花 	2018-03-09	安可電影股份有限公司 	FREE STONE PRODUCTIONS 	-1	1	-1	67	15880	2755	609500
81.pdf	3	51	日本 	進擊的巨人劇場版覺醒的咆哮 	2018-03-09	木棉花國際股份有限 公司 	KODANSHA LTD. 	-1	1	-1	13	2930	3423	806143
81.pdf	3	52	日本 	先生！我可以喜歡你嗎 	2018-03-09	威視股份有限公司 	TOKYO BROADCASTING SYSTEM TELEVISION, INC. 	-1	2	-1	9	2310	10713	2505100
81.pdf	3	53	西班牙 	英勇勳章 	2018-03-09	峻龍國際有限公司 	(美國)MULTIVISIONNAIRE,INC.	-1	1	-1	2	600	2021	449790
81.pdf	3	54	美國 	古墓奇兵 	2018-03-08	美商華納兄弟（遠東）股份有限公司台灣分公司	WARNER BROS. PICTURESINTERNATIONAL. 	-1	81	-1	19486	4634721	569697	135714722
81.pdf	3	55	美國 	玩命颶風 	2018-03-08	香港商甲上娛樂有限公司台灣分公司 	FORESIGHT UNLIMITED 	-1	40	-1	1424	313585	136162	31427872
81.pdf	3	56	日本 	鎌倉物語 	2018-03-02	中影股份有限公司 	NIPPON TELEVISIONNETWORK CORPORATION	-1	17	-1	2812	618735	41025	9155255
81.pdf	4	57	香港 	閨蜜2 	2018-03-02	華映娛樂股份有限公司	(大陸)福建恒業影業有限公司##(大陸)福建真恒業文化傳播有限公司##(香港)香港恒業影業有限公司##(香港)無限動力實業有限公司##(香港)中國數碼娛樂有限公司##(大陸)完美星空傳媒有限公司##(大陸)深圳市視界浪潮傳媒有限公司##(大陸)中影新銳（北京）影業有限公司##(大陸)重慶電影集團有限公司##(大陸)北京新片場傳媒股份有限公司 ##(大陸)揚州廣播電視總台	-1	7	-1	90	22720	121496	27899014
81.pdf	4	58	美國 	紅雀 	2018-02-28	美商廿世紀福斯影片股份有限公司台灣分公司	TWENTIETH CENTURY FOXINTERNATIONALCORPORATION.	-1	74	-1	16740	4024041	723504	171148376
81.pdf	4	59	美國 	淑女鳥 	2018-02-28	美商美國環球影片股份有限公司台灣分公司	UNIVERSALINTERNATIONAL FILMSLLC	-1	5	-1	573	128560	33675	7804900
81.pdf	4	60	美國 	遊戲夜殺必死 	2018-02-27	美商華納兄弟（遠東）股份有限公司台灣分公司	WARNER BROS. PICTURESINTERNATIONAL. 	-1	1	-1	41	10540	85431	19875155
81.pdf	4	61	美國 	羅曼律師 	2018-02-23	捷傑有限公司 	COLUMBIA PICTURES 	-1	3	-1	296	45150	2907	603408
81.pdf	4	62	法國 	愛愛後當機 	2018-02-23	原創娛樂股份有限公司 	OTHER ANGLE PICTURES 	-1	3	-1	234	35590	928	171635
81.pdf	4	63	美國 	郵報:密戰 	2018-02-23	美商美國環球影片股份有限公司台灣分公司	UNIVERSALINTERNATIONAL FILMSLLC	-1	2	-1	45	10310	108097	25135341
81.pdf	4	64	美國 	萌牛費迪南 	2018-02-15	美商廿世紀福斯影片股份有限公司台灣分公司	TWENTIETH CENTURY FOXINTERNATIONALCORPORATION.	-1	4	-1	153	34645	123644	28284363
81.pdf	4	65	香港 	西遊記女兒國 	2018-02-15	海樂影業股份有限公司	(香港)星皓影業(香港)有限公司##(大陸)星皓影業有限公司 	-1	2	-1	528	26400	57780	12926771
81.pdf	5	66	中華民國 	角頭2：王者再起 	2018-02-14	理大國際多媒體股份有限公司	理大國際多媒體股份有限公司##柏合麗國際影業股份有限公司##能海電能科技股份有限公司##路得寶交通股份有限公司##鑫盛傳媒製作股份有限公司##鐵人文創娛樂有限公司##昇華娛樂傳播股份有限公司##捷泰精密工業股份有限公司##華人電通文化傳媒有限公司	-1	12	-1	327	72365	554391	127022607
81.pdf	5	67	美國 	黑豹 	2018-02-13	台灣華特迪士尼股份有限公司	BUENA VISTAINTERNATIONAL, INC.	-1	27	-1	2194	553181	1557196	371400175
81.pdf	5	68	美國 	意外 	2018-02-09	美商廿世紀福斯影片股份有限公司台灣分公司	TWENTIETH CENTURY FOXINTERNATIONALCORPORATION.	-1	7	-1	691	153289	56912	12811337
81.pdf	5	69	美國 	決勝女王 	2018-02-02	采昌國際多媒體股份有限公司	(英國)FILM & TV HOUSELIMITED	-1	13	-1	1894	176965	131672	30692196
81.pdf	5	70	日本 	電影版巧虎的彩虹綠洲 	2018-02-02	全民大劇團股份有限 公司 	倍樂生株式會社 	-1	13	-1	635	153851	41595	9865766
81.pdf	5	71	美國 	水底情深 	2018-02-02	美商廿世紀福斯影片股份有限公司台灣分公司	TWENTIETH CENTURY FOXINTERNATIONALCORPORATION.	-1	11	-1	408	99592	117209	27756714
81.pdf	5	72	美國 	金錢世界 	2018-02-02	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	STX PRODUCTIONS, LLC 	-1	4	-1	780	47650	42928	9627493
81.pdf	5	73	美國 	老娘叫譚雅 	2018-01-26	海樂影業股份有限公司	(匈牙利)FREEWAYENTERTAINMENT KFT.	-1	1	-1	211	10550	15236	3297688
81.pdf	5	74	法國 	石器小英雄 	2018-01-26	采昌國際多媒體股份有限公司 	STUDIOCANAL 	-1	2	-1	61	5180	24749	5481267
81.pdf	5	75	日本 	最後的食譜：麒麟之舌 	2018-01-22	車庫 司 娛樂股份有限公 	(日本)TOHO CO., LTD. 	-1	1	-1	9	1350	8703	1902704
81.pdf	5	76	美國 	12猛漢 	2018-01-19	英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司	HS Film, LLC 	-1	12	-1	1975	158540	162286	36004329
81.pdf	6	77	美國 	大災難家 	2018-01-19	美商華納兄弟(遠東)股份有限公司台灣分公司	WARNER BROS. PICTURESINTERNATIONAL. 	-1	5	-1	674	44400	39096	9010919
81.pdf	6	78	瑞典 	抓狂美術館 	2018-01-19	東昊影業有限公司 	(法國)SOCIETE PARISIENNEDE PRODUCTION	-1	1	-1	8	680	8628	1931161
81.pdf	6	79	法國 	疾速救援 	2018-01-12	英屬維京群島商高捷全球開發有限公司台灣分公司	STUDIOCANAL 	-1	9	-1	3095	223700	244529	56681554
81.pdf	6	80	英國	美國天使：重建（英國國家劇院現場）	2018-01-12	威秀影城股份有限公司	THE ROYAL NATIONALTHEATRE 	-1	1	-1	50	33160	709	473040
81.pdf	6	81	南韓 	1987：黎明到來的那一天 	2018-01-12	車庫 司 娛樂股份有限公 	( CORPORATION 韓國)CJ E&M 	-1	1	-1	32	2820	20991	4779207
81.pdf	6	82	英國	美國天使：千禧年降臨（英國國家劇院現場）	2018-01-11	威秀影城股份有限公司	THE ROYAL NATIONALTHEATRE 	-1	1	-1	66	45400	765	513240
81.pdf	6	83	英國	誰怕吳爾芙？（英國國家劇院現場）	2018-01-10	威秀影城股份有限公司	THE ROYAL NATIONALTHEATRE 	-1	1	-1	3	2080	532	347680
81.pdf	6	84	美國 	最黑暗的時刻 	2018-01-05	美商美國環球影片股份有限公司台灣分公司	UNIVERSALINTERNATIONAL FILMSLLC	-1	3	-1	554	39660	35146	8124289
81.pdf	6	85	美國 	陰兒房第4章：鎖命亡靈 	2018-01-05	博偉電影股份有限公 司	(美國)SONY PICTURESRELEASINGINTERNATIONALCORPORATION.	-1	3	-1	337	17080	139224	31049076
81.pdf	6	86	澳洲 	星際叛將：歐西里斯之子 	2018-01-05	車庫 司 娛樂股份有限公 	(荷蘭)ABBOLITA FILMS BV 	-1	3	-1	35	4660	1722	345354
81.pdf	6	87	美國 	野蠻遊戲：瘋狂叢林 	2017-12-27	博偉電影股份有限公 司	SONY PICTURESRELEASINGINTERNATIONALCORPORATION.	-1	12	-1	5061	345900	864642	202097875
81.pdf	7	88	美國 	歌喉讚3 	2017-12-27	美商美國環球影片股份有限公司台灣分公司	(美國)UNIVERSALINTERNATIONAL FILMSLLC	-1	6	-1	1628	103490	436234	100384377
81.pdf	7	89	美國 	大娛樂家 	2017-12-20	美商廿世紀福斯影片股份有限公司台灣分公司	(美國)TWENTIETHCENTURY FOXINTERNATIONALCORPORATION.	-1	5	-1	479	50750	385000	91080972
81.pdf	7	90	澳洲 	逃出亞馬遜 	2017-12-15	天馬行空數位有限公司	ARCLIGHT FILMSINTERNATIONAL,PTY.,LTD	-1	1	-1	101	10335	7253	1461234
81.pdf	7	91	南韓 	犯罪都市 	2017-12-15	車庫娛樂股份有限公司 	M-LINE DISTRIBUTION 	-1	2	-1	22	2980	5684	1194601
81.pdf	7	92	美國 	STARWARS：最後的絕地武士 	2017-12-13	台灣華特迪士尼股份 有限公司 	BUENA VISTA INTERNATIONAL, INC. 	-1	7	-1	1029	113870	414265	105954749
81.pdf	7	93	美國 	東方快車謀殺案 	2017-12-08	美商廿世紀福斯影片股份有限公司台灣分公司	TWENTIETH CENTURY FOXINTERNATIONALCORPORATION.	-1	1	-1	7	630	409540	94641518
81.pdf	7	94	美國 	奇蹟男孩 	2017-12-01	香港商甲上娛樂有限公司台灣分公司	LIONS GATEINTERNATIONAL(UK)LIMITED	-1	1	-1	4	550	274091	61130228
81.pdf	7	95	美國 	可可夜總會 	2017-11-24	台灣華特迪士尼股份有限公司	BUENA VISTAINTERNATIONAL,INC.	-1	14	-1	6189	467585	590973	134500564
