fileName	 pageNum	 lineIdx	 country	 name	 pubDate	 pub_days	 cur_theaters	 max_theaters	 cur_tickets	cur_sales	 total_tickets	 total_sales
38.pdf	12	104	日本	電影哆啦A夢《大雄的南極冰天雪地大冒險》	2017/8/28	39	-1	38	-1	-1	27774	6394779
